2025-04-05 01:21:44 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 01:21:47 | unimol_tools/data/conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 99.82% of molecules.
2025-04-05 01:21:47 | unimol_tools/data/conformer.py | 429 | INFO | Uni-Mol Tools | Failed conformers indices: [979, 1039]
2025-04-05 01:21:47 | unimol_tools/data/conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.09% of molecules.
2025-04-05 01:21:47 | unimol_tools/data/conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [5, 28, 395, 470, 650, 964, 970, 979, 1031, 1039]
2025-04-05 01:21:47 | unimol_tools/data/split.py | 74 | WARNING | Uni-Mol Tools | [93m[93mOnly one fold is used for training, no splitting is performed.[0m[0m
2025-04-05 01:21:47 | unimol_tools/data/datahub.py | 130 | INFO | Uni-Mol Tools | Kfold is 1, all data is used for training.
2025-04-05 01:21:47 | unimol_tools/train.py | 217 | INFO | Uni-Mol Tools | Output directory already exists: ./exp
2025-04-05 01:21:47 | unimol_tools/train.py | 220 | INFO | Uni-Mol Tools | Warning: Overwrite output directory: ./exp
2025-04-05 01:21:48 | unimol_tools/tasks/trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-05 01:21:48 | unimol_tools/tasks/trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-05 01:21:53 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from /root/miniconda3/lib/python3.10/site-packages/unimol_tools-0.1.3-py3.10.egg/unimol_tools/weights/modelzoo/310M/checkpoint.pt
2025-04-05 01:21:54 | unimol_tools/models/nnmodel.py | 175 | INFO | Uni-Mol Tools | start training Uni-Mol:unimolv2
2025-04-05 01:22:30 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [1/50] train_loss: 86.1714, val_loss: 8.7443, val_mse: 292.2234, lr: 0.000067
2025-04-05 01:23:05 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [2/50] train_loss: 21.7816, val_loss: 26.4355, val_mse: 900.1217, lr: 0.000099
2025-04-05 01:23:37 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [3/50] train_loss: 14.2461, val_loss: 2.0965, val_mse: 71.5984, lr: 0.000097
2025-04-05 01:24:11 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [4/50] train_loss: 7.5723, val_loss: 10.0068, val_mse: 339.0764, lr: 0.000095
2025-04-05 01:24:43 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [5/50] train_loss: 2.1406, val_loss: 0.7388, val_mse: 25.1908, lr: 0.000093
