2025-04-05 00:19:01 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 00:19:04 | unimol_tools/data/conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 99.82% of molecules.
2025-04-05 00:19:04 | unimol_tools/data/conformer.py | 429 | INFO | Uni-Mol Tools | Failed conformers indices: [979, 1039]
2025-04-05 00:19:04 | unimol_tools/data/conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.09% of molecules.
2025-04-05 00:19:04 | unimol_tools/data/conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [5, 28, 395, 470, 650, 964, 970, 979, 1031, 1039]
2025-04-05 00:19:04 | unimol_tools/data/split.py | 74 | WARNING | Uni-Mol Tools | [93m[93mOnly one fold is used for training, no splitting is performed.[0m[0m
2025-04-05 00:19:04 | unimol_tools/data/datahub.py | 130 | INFO | Uni-Mol Tools | Kfold is 1, all data is used for training.
2025-04-05 00:19:04 | unimol_tools/train.py | 217 | INFO | Uni-Mol Tools | Output directory already exists: ./exp
2025-04-05 00:19:04 | unimol_tools/train.py | 220 | INFO | Uni-Mol Tools | Warning: Overwrite output directory: ./exp
2025-04-05 00:19:05 | unimol_tools/tasks/trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-05 00:19:05 | unimol_tools/tasks/trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-05 00:19:10 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from /root/miniconda3/lib/python3.10/site-packages/unimol_tools-0.1.3-py3.10.egg/unimol_tools/weights/modelzoo/310M/checkpoint.pt
2025-04-05 00:19:11 | unimol_tools/models/nnmodel.py | 175 | INFO | Uni-Mol Tools | start training Uni-Mol:unimolv2
2025-04-05 00:19:47 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [1/100] train_loss: 92.4397, val_loss: 17.5043, val_mse: 328.4675, lr: 0.000033
2025-04-05 00:20:22 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [2/100] train_loss: 5.7388, val_loss: 5.0817, val_mse: 95.4288, lr: 0.000067
2025-04-05 00:20:58 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [3/100] train_loss: 13.6480, val_loss: 16.7646, val_mse: 314.8001, lr: 0.000100
2025-04-05 00:21:31 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [4/100] train_loss: 13.0951, val_loss: 7.3136, val_mse: 137.7563, lr: 0.000099
2025-04-05 00:22:03 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [5/100] train_loss: 5.1248, val_loss: 1.4047, val_mse: 26.3701, lr: 0.000098
2025-04-05 00:22:36 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [6/100] train_loss: 6.3624, val_loss: 7.6878, val_mse: 144.2349, lr: 0.000097
2025-04-05 00:23:10 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [7/100] train_loss: 2.4560, val_loss: 0.5478, val_mse: 10.2181, lr: 0.000096
2025-04-05 00:23:44 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [8/100] train_loss: 1.4907, val_loss: 0.8589, val_mse: 16.0426, lr: 0.000095
2025-04-05 00:24:15 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [9/100] train_loss: 1.3042, val_loss: 0.4105, val_mse: 7.6427, lr: 0.000094
2025-04-05 00:24:50 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [10/100] train_loss: 1.0239, val_loss: 0.4719, val_mse: 8.8701, lr: 0.000093
2025-04-05 00:25:21 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [11/100] train_loss: 0.9057, val_loss: 0.9783, val_mse: 18.4509, lr: 0.000092
2025-04-05 00:25:53 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [12/100] train_loss: 0.7132, val_loss: 0.6903, val_mse: 12.9383, lr: 0.000091
2025-04-05 00:26:25 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [13/100] train_loss: 0.7950, val_loss: 3.5385, val_mse: 66.6019, lr: 0.000090
2025-04-05 00:26:57 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [14/100] train_loss: 0.6899, val_loss: 0.5759, val_mse: 10.7473, lr: 0.000089
2025-04-05 00:27:28 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [15/100] train_loss: 0.5800, val_loss: 0.2746, val_mse: 5.1183, lr: 0.000088
2025-04-05 00:28:04 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [16/100] train_loss: 0.5642, val_loss: 0.3198, val_mse: 5.9832, lr: 0.000087
2025-04-05 00:28:36 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [17/100] train_loss: 0.5366, val_loss: 0.2303, val_mse: 4.3427, lr: 0.000086
2025-04-05 00:29:10 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [18/100] train_loss: 0.3718, val_loss: 0.2459, val_mse: 4.6312, lr: 0.000085
2025-04-05 00:29:44 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [19/100] train_loss: 0.4107, val_loss: 0.3944, val_mse: 7.4465, lr: 0.000084
2025-04-05 00:30:18 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [20/100] train_loss: 0.3854, val_loss: 0.2762, val_mse: 5.1571, lr: 0.000082
2025-04-05 00:30:51 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [21/100] train_loss: 0.3201, val_loss: 0.4152, val_mse: 7.8362, lr: 0.000081
2025-04-05 00:31:24 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [22/100] train_loss: 0.3298, val_loss: 0.2511, val_mse: 4.6800, lr: 0.000080
