2025-04-12 15:56:42 | unimol_tools\data\conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-12 15:56:56 | unimol_tools\data\conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 99.82% of molecules.
2025-04-12 15:56:56 | unimol_tools\data\conformer.py | 429 | INFO | Uni-Mol Tools | Failed conformers indices: [979, 1039]
2025-04-12 15:56:56 | unimol_tools\data\conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.09% of molecules.
2025-04-12 15:56:56 | unimol_tools\data\conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [5, 28, 395, 470, 650, 964, 970, 979, 1031, 1039]
2025-04-12 15:56:56 | unimol_tools\tasks\trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-12 15:56:56 | unimol_tools\tasks\trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-12 15:56:59 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from c:\Users\yuchen\miniconda3\envs\py311\Lib\site-packages\unimol_tools\weights\modelzoo/310M/checkpoint.pt
2025-04-12 15:57:01 | unimol_tools\models\nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-12 15:57:01 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./D\model_0.pth
2025-04-12 15:57:02 | unimol_tools\tasks\trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-12 15:57:40 | unimol_tools\predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 0.012174985958256682, 'mae': 0.06682653715058628, 'r2': 0.996479149588213, 'spearmanr': 0.9984174394794737, 'pearsonr': 0.9984016781389202}
2025-04-12 15:57:40 | unimol_tools\data\conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-12 15:57:43 | unimol_tools\data\conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 100.00% of molecules.
2025-04-12 15:57:43 | unimol_tools\data\conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 97.81% of molecules.
2025-04-12 15:57:43 | unimol_tools\data\conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [8, 24, 81, 144, 208, 217]
2025-04-12 15:57:43 | unimol_tools\tasks\trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-12 15:57:43 | unimol_tools\tasks\trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-12 15:57:46 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from c:\Users\yuchen\miniconda3\envs\py311\Lib\site-packages\unimol_tools\weights\modelzoo/310M/checkpoint.pt
2025-04-12 15:57:47 | unimol_tools\models\nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-12 15:57:48 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./D\model_0.pth
2025-04-12 15:57:48 | unimol_tools\tasks\trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-12 15:57:57 | unimol_tools\predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 0.5668192408693207, 'mae': 0.45463768061060106, 'r2': 0.8226955597581219, 'spearmanr': 0.9190870665232062, 'pearsonr': 0.9140551929820016}
2025-04-12 15:57:57 | unimol_tools\data\conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-12 15:57:57 | unimol_tools\data\conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 100.00% of molecules.
2025-04-12 15:57:57 | unimol_tools\data\conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 96.77% of molecules.
2025-04-12 15:57:57 | unimol_tools\data\conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [12]
2025-04-12 15:57:57 | unimol_tools\tasks\trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-12 15:57:57 | unimol_tools\tasks\trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-12 15:58:00 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from c:\Users\yuchen\miniconda3\envs\py311\Lib\site-packages\unimol_tools\weights\modelzoo/310M/checkpoint.pt
2025-04-12 15:58:01 | unimol_tools\models\nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-12 15:58:01 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./D\model_0.pth
2025-04-12 15:58:02 | unimol_tools\tasks\trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-12 15:58:03 | unimol_tools\predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 0.4230503560588371, 'mae': 0.4834808165027251, 'r2': 0.7877262311248814, 'spearmanr': 0.88617603139469, 'pearsonr': 0.8875465099596349}
2025-04-12 15:58:03 | unimol_tools\data\conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-12 15:58:16 | unimol_tools\data\conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 99.82% of molecules.
2025-04-12 15:58:16 | unimol_tools\data\conformer.py | 429 | INFO | Uni-Mol Tools | Failed conformers indices: [979, 1039]
2025-04-12 15:58:16 | unimol_tools\data\conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.09% of molecules.
2025-04-12 15:58:16 | unimol_tools\data\conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [5, 28, 395, 470, 650, 964, 970, 979, 1031, 1039]
2025-04-12 15:58:16 | unimol_tools\tasks\trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-12 15:58:16 | unimol_tools\tasks\trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-12 15:58:18 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from c:\Users\yuchen\miniconda3\envs\py311\Lib\site-packages\unimol_tools\weights\modelzoo/310M/checkpoint.pt
2025-04-12 15:58:19 | unimol_tools\models\nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-12 15:58:19 | unimol_tools\models\unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./P\model_0.pth
2025-04-12 15:58:20 | unimol_tools\tasks\trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
